id,team,year,career_game_count,opponent,round,result,jersey_num,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assist,percentage_of_game_played,player_id,match_date,fantasy_points,margin
556392,Hawthorn Hawks,1994.0,17.0,Richmond Tigers,21,W,34.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45552.0,1994-08-14,36.0,28.0
614897,Geelong Cats,2024.0,1.0,St Kilda Saints,1,W,7.0,5.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,44356.0,2024-03-16,23.0,8.0
583553,Essendon Bombers,1999.0,97.0,Adelaide Crows,10,W,6.0,14.0,5.0,5.0,14.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,10.0,7.0,1.0,0.0,3.0,0.0,0.0,84.0,45955.0,1999-06-04,67.0,48.0
590676,Western Bulldogs,1994.0,36.0,St Kilda Saints,21,W,35.0,12.0,10.0,8.0,15.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45656.0,1994-08-13,81.0,45.0
582473,Richmond Tigers,1997.0,113.0,Melbourne Demons,10,L,41.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45929.0,1997-05-31,32.0,-25.0
540025,St Kilda Saints,2002.0,24.0,Fremantle Dockers,2,L,22.0,9.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45344.0,2002-04-07,0.0,-3.0
507101,Fremantle Dockers,2002.0,77.0,St Kilda Saints,2,W,5.0,1.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,84.0,45630.0,2002-04-07,3.0,3.0
554875,Brisbane Lions,2002.0,95.0,Adelaide Crows,10,L,15.0,1.0,1.0,1.0,-3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,84.0,45747.0,2002-06-01,20.0,-7.0
507061,Fremantle Dockers,1997.0,37.0,St Kilda Saints,20,L,38.0,4.0,2.0,8.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45630.0,1997-08-16,36.0,-13.0
501586,Port Adelaide Power,1997.0,69.0,Brisbane Lions,20,D,39.0,12.0,7.0,6.0,13.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45591.0,1997-08-16,68.0,0.0
503617,Brisbane Lions,1999.0,199.0,Fremantle Dockers,20,W,11.0,4.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,84.0,45695.0,1999-08-15,47.0,114.0
534058,West Coast Eagles,1999.0,141.0,Hawthorn Hawks,20,L,6.0,11.0,1.0,7.0,13.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,0.0,10.0,9.0,0.0,0.0,3.0,1.0,0.0,84.0,45331.0,1999-08-14,54.0,-2.0
530197,St Kilda Saints,1995.0,20.0,Fitzroy Lions,21,W,15.0,13.0,6.0,3.0,11.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45942.0,1995-08-26,78.0,27.0
521355,Fremantle Dockers,1999.0,163.0,Sydney Swans,21,L,32.0,1.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,84.0,45370.0,1999-08-21,10.0,-33.0
501888,Port Adelaide Power,1997.0,1.0,Collingwood Magpies,1,L,29.0,8.0,4.0,5.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45643.0,1997-03-29,38.0,-79.0
613403,Port Adelaide Power,2024.0,52.0,Sydney Swans,21,W,42.0,2.0,1.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,44577.0,2024-08-03,9.0,112.0
510510,Hawthorn Hawks,2003.0,133.0,Richmond Tigers,22,W,19.0,4.0,3.0,5.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,47.0,45487.0,2003-08-31,25.0,4.0
540651,Melbourne Demons,1998.0,5.0,Fremantle Dockers,1,L,23.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45721.0,1998-03-29,17.0,-23.0
561912,Sydney Swans,1997.0,12.0,Adelaide Crows,8,L,23.0,1.0,4.0,1.0,-3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45773.0,1997-05-17,2.0,-89.0
509866,Richmond Tigers,1993.0,48.0,Fitzroy Lions,11,W,20.0,2.0,4.0,2.0,-1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45981.0,1993-06-12,14.0,26.0
590785,Western Bulldogs,2002.0,145.0,Geelong Cats,9,W,35.0,9.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45656.0,2002-05-25,1.0,12.0
588425,Geelong Cats,1994.0,34.0,Carlton Blues,SF,W,20.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45786.0,1994-09-17,31.0,33.0
590716,Western Bulldogs,1997.0,76.0,Adelaide Crows,PF,L,35.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45656.0,1997-09-20,25.0,-2.0
582389,Richmond Tigers,1992.0,29.0,Fitzroy Lions,8,L,41.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45929.0,1992-05-09,24.0,-59.0
590681,Western Bulldogs,1994.0,41.0,Melbourne Demons,SF,L,35.0,2.0,1.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45656.0,1994-09-18,6.0,-79.0
556405,Hawthorn Hawks,1995.0,30.0,Adelaide Crows,9,L,34.0,14.0,7.0,4.0,13.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45552.0,1995-05-27,71.0,-2.0
551525,Hawthorn Hawks,2000.0,8.0,Collingwood Magpies,16,W,13.0,2.0,2.0,2.0,-1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,84.0,45799.0,2000-06-23,28.0,57.0
564447,West Coast Eagles,2002.0,75.0,Essendon Bombers,EF,L,22.0,6.0,4.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,6.0,1.0,0.0,84.0,45435.0,2002-09-07,35.0,-33.0
510579,Hawthorn Hawks,2007.0,202.0,Adelaide Crows,EF,W,19.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,62.0,45487.0,2007-09-08,34.0,3.0
583582,Essendon Bombers,2000.0,126.0,Port Adelaide Power,16,W,6.0,13.0,11.0,1.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,10.0,3.0,0.0,1.0,0.0,0.0,84.0,45955.0,2000-06-24,74.0,31.0
513849,Brisbane Lions,2001.0,62.0,Port Adelaide Power,16,W,5.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,84.0,45864.0,2001-07-21,27.0,34.0
590658,Western Bulldogs,1994.0,18.0,Richmond Tigers,1,W,35.0,19.0,6.0,7.0,21.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45656.0,1994-03-26,103.0,2.0
586190,Fremantle Dockers,2000.0,74.0,Geelong Cats,16,L,8.0,12.0,1.0,6.0,13.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,84.0,45734.0,2000-06-24,55.0,-6.0
503475,Fitzroy Lions,1990.0,57.0,Collingwood Magpies,21,L,11.0,8.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45695.0,1990-08-25,28.0,-86.0
501683,Geelong Cats,2000.0,41.0,Fremantle Dockers,16,W,3.0,11.0,3.0,2.0,8.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,10.0,0.0,2.0,2.0,1.0,0.0,84.0,45604.0,2000-06-24,63.0,6.0
523542,Geelong Cats,2000.0,47.0,Fremantle Dockers,16,W,9.0,6.0,5.0,7.0,8.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,8.0,5.0,1.0,3.0,1.0,0.0,0.0,84.0,45357.0,2000-06-24,71.0,6.0
527335,Hawthorn Hawks,2000.0,99.0,Collingwood Magpies,16,W,17.0,14.0,5.0,2.0,11.0,0.0,1.0,0.0,4.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,4.0,9.0,1.0,1.0,3.0,0.0,0.0,84.0,45422.0,2000-06-23,78.0,57.0
510440,Hawthorn Hawks,2000.0,63.0,Collingwood Magpies,16,W,19.0,9.0,7.0,5.0,10.0,6.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,7.0,0.0,7.0,2.0,0.0,0.0,84.0,45487.0,2000-06-23,83.0,57.0
539894,Hawthorn Hawks,2000.0,41.0,Collingwood Magpies,16,W,20.0,9.0,8.0,5.0,9.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,11.0,1.0,0.0,1.0,2.0,0.0,84.0,45825.0,2000-06-23,62.0,57.0
556506,Hawthorn Hawks,2000.0,131.0,Collingwood Magpies,16,W,34.0,12.0,11.0,11.0,18.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,0.0,6.0,17.0,0.0,1.0,2.0,0.0,0.0,84.0,45552.0,2000-06-23,92.0,57.0
540701,Melbourne Demons,2000.0,55.0,Richmond Tigers,16,W,23.0,13.0,4.0,9.0,17.0,0.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,8.0,14.0,0.0,1.0,2.0,1.0,0.0,84.0,45721.0,2000-06-24,87.0,10.0
548039,Port Adelaide Power,2000.0,9.0,Essendon Bombers,16,L,25.0,9.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,84.0,45409.0,2000-06-24,40.0,-31.0
588895,Western Bulldogs,1999.0,22.0,Adelaide Crows,16,W,29.0,12.0,6.0,11.0,18.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,0.0,7.0,17.0,1.0,1.0,3.0,1.0,0.0,84.0,45812.0,1999-07-17,85.0,2.0
565954,Port Adelaide Power,2000.0,7.0,Essendon Bombers,16,L,24.0,6.0,3.0,5.0,10.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,84.0,45903.0,2000-06-24,28.0,-31.0
530287,St Kilda Saints,2000.0,110.0,Sydney Swans,16,L,15.0,5.0,8.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,8.0,3.0,0.0,1.0,0.0,0.0,84.0,45942.0,2000-06-24,53.0,-28.0
561987,Sydney Swans,2000.0,87.0,St Kilda Saints,16,W,23.0,14.0,5.0,5.0,14.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,7.0,10.0,1.0,0.0,1.0,0.0,0.0,84.0,45773.0,2000-06-24,72.0,28.0
543727,Sydney Swans,2000.0,60.0,St Kilda Saints,16,W,22.0,7.0,3.0,5.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,84.0,45851.0,2000-06-24,44.0,28.0
534073,West Coast Eagles,2000.0,156.0,North Melbourne Kangaroos,16,L,6.0,17.0,4.0,9.0,21.0,1.0,1.0,0.0,6.0,2.0,3.0,10.0,5.0,3.0,1.0,0.0,12.0,11.0,0.0,0.0,3.0,0.0,0.0,84.0,45331.0,2000-06-25,115.0,-61.0
506201,West Coast Eagles,2000.0,38.0,North Melbourne Kangaroos,16,L,37.0,9.0,5.0,5.0,9.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45968.0,2000-06-25,57.0,-61.0
590763,Western Bulldogs,2000.0,123.0,Adelaide Crows,16,W,35.0,3.0,5.0,14.0,12.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,9.0,8.0,1.0,0.0,6.0,0.0,0.0,84.0,45656.0,2000-06-25,50.0,61.0
562890,Western Bulldogs,2000.0,23.0,Adelaide Crows,16,W,30.0,13.0,4.0,3.0,11.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,9.0,0.0,1.0,2.0,1.0,0.0,84.0,45838.0,2000-06-25,76.0,61.0
578422,Adelaide Crows,2003.0,28.0,Fremantle Dockers,16,L,12.0,9.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,45875.0,2003-07-20,1.0,-1.0
577027,Brisbane Lions,2000.0,183.0,Carlton Blues,16,L,1.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,84.0,45417.0,2000-06-25,9.0,-44.0
516918,Adelaide Crows,2001.0,37.0,Sydney Swans,16,L,24.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,84.0,45396.0,2001-07-22,22.0,-49.0
554857,Brisbane Lions,2001.0,77.0,Port Adelaide Power,16,W,15.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,84.0,45747.0,2001-07-21,26.0,34.0
549745,Brisbane Lions,2002.0,161.0,Adelaide Crows,QF,W,23.0,12.0,4.0,3.0,10.0,0.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,8.0,1.0,0.0,7.0,0.0,0.0,84.0,45669.0,2002-09-07,71.0,71.0
540660,Melbourne Demons,1998.0,14.0,Adelaide Crows,10,L,23.0,2.0,2.0,1.0,-2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45721.0,1998-05-31,11.0,-53.0
105760,Brisbane Lions,2001.0,8.0,Port Adelaide Power,16,W,30.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,84.0,43615.0,2001-07-21,56.0,34.0
533249,Essendon Bombers,2001.0,67.0,North Melbourne Kangaroos,16,W,7.0,12.0,5.0,6.0,13.0,0.0,0.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,8.0,11.0,2.0,0.0,2.0,0.0,0.0,84.0,45890.0,2001-07-22,63.0,12.0
586211,Fremantle Dockers,2001.0,95.0,Carlton Blues,16,L,8.0,7.0,2.0,7.0,9.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,5.0,9.0,0.0,1.0,1.0,0.0,0.0,84.0,45734.0,2001-07-21,57.0,-75.0
507093,Fremantle Dockers,2001.0,69.0,Carlton Blues,16,L,5.0,9.0,7.0,7.0,11.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,10.0,2.0,0.0,1.0,0.0,0.0,84.0,45630.0,2001-07-21,62.0,-75.0
523564,Geelong Cats,2001.0,69.0,West Coast Eagles,16,W,9.0,9.0,5.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,5.0,6.0,1.0,3.0,2.0,0.0,0.0,84.0,45357.0,2001-07-22,74.0,70.0
556530,Hawthorn Hawks,2001.0,155.0,Collingwood Magpies,16,W,34.0,7.0,3.0,5.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0,7.0,1.0,0.0,1.0,5.0,0.0,84.0,45552.0,2001-07-21,46.0,55.0
510464,Hawthorn Hawks,2001.0,87.0,Collingwood Magpies,16,W,19.0,12.0,3.0,3.0,10.0,5.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,84.0,45487.0,2001-07-21,91.0,55.0
539916,Hawthorn Hawks,2001.0,63.0,Collingwood Magpies,16,W,20.0,6.0,8.0,11.0,12.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,9.0,8.0,3.0,0.0,1.0,0.0,0.0,84.0,45825.0,2001-07-21,75.0,55.0
540713,Melbourne Demons,2001.0,67.0,Richmond Tigers,16,L,23.0,15.0,8.0,7.0,17.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0,5.0,17.0,0.0,2.0,1.0,0.0,0.0,84.0,45721.0,2001-07-20,85.0,-41.0
548060,Port Adelaide Power,2001.0,30.0,Brisbane Lions,16,L,25.0,9.0,5.0,10.0,14.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,8.0,14.0,0.0,0.0,2.0,0.0,0.0,84.0,45409.0,2001-07-21,71.0,-34.0
540020,St Kilda Saints,2001.0,19.0,Western Bulldogs,16,L,22.0,7.0,5.0,7.0,9.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,84.0,45344.0,2001-07-21,59.0,-34.0
556418,Hawthorn Hawks,1996.0,43.0,Fitzroy Lions,1,W,34.0,14.0,3.0,5.0,14.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45552.0,1996-03-30,82.0,21.0
71943,St Kilda Saints,2001.0,14.0,Western Bulldogs,16,L,24.0,8.0,7.0,8.0,11.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,12.0,2.0,0.0,2.0,0.0,0.0,84.0,44239.0,2001-07-21,74.0,-34.0
562004,Sydney Swans,2001.0,104.0,Adelaide Crows,16,W,23.0,12.0,6.0,7.0,14.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,8.0,9.0,1.0,1.0,1.0,2.0,0.0,84.0,45773.0,2001-07-22,79.0,49.0
543749,Sydney Swans,2001.0,82.0,Adelaide Crows,16,W,22.0,5.0,3.0,7.0,7.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,84.0,45851.0,2001-07-22,39.0,49.0
506223,West Coast Eagles,2001.0,60.0,Geelong Cats,16,L,37.0,8.0,2.0,10.0,13.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,6.0,9.0,0.0,0.0,2.0,1.0,0.0,84.0,45968.0,2001-07-22,59.0,-70.0
564418,West Coast Eagles,2001.0,46.0,Geelong Cats,16,L,22.0,8.0,7.0,7.0,10.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,84.0,45435.0,2001-07-22,74.0,-70.0
80397,Western Bulldogs,2001.0,9.0,St Kilda Saints,16,W,29.0,9.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,10.0,0.0,0.0,3.0,0.0,0.0,84.0,43888.0,2001-07-21,49.0,34.0
562913,Western Bulldogs,2001.0,46.0,St Kilda Saints,16,W,30.0,5.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,84.0,45838.0,2001-07-21,29.0,34.0
516941,Adelaide Crows,2002.0,60.0,Western Bulldogs,16,W,24.0,11.0,7.0,5.0,10.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,1.0,7.0,2.0,0.0,0.0,84.0,45396.0,2002-07-21,78.0,43.0
549738,Brisbane Lions,2002.0,154.0,Sydney Swans,16,W,23.0,12.0,4.0,4.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,7.0,2.0,0.0,5.0,0.0,0.0,84.0,45669.0,2002-07-21,60.0,38.0
554881,Brisbane Lions,2002.0,101.0,Sydney Swans,16,W,15.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,84.0,45747.0,2002-07-21,37.0,38.0
8326,Brisbane Lions,2002.0,9.0,Sydney Swans,16,W,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,84.0,44421.0,2002-07-21,26.0,38.0
513874,Brisbane Lions,2002.0,87.0,Sydney Swans,16,W,5.0,13.0,10.0,8.0,16.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,15.0,0.0,0.0,2.0,0.0,0.0,84.0,45864.0,2002-07-21,102.0,38.0
514784,Carlton Blues,2002.0,41.0,St Kilda Saints,16,L,25.0,2.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,84.0,45513.0,2002-07-21,19.0,-43.0
583628,Essendon Bombers,2002.0,172.0,Geelong Cats,16,L,6.0,14.0,10.0,3.0,12.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,5.0,13.0,1.0,0.0,3.0,0.0,0.0,84.0,45955.0,2002-07-20,84.0,-39.0
472863,Fremantle Dockers,2002.0,15.0,West Coast Eagles,16,W,35.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,84.0,44928.0,2002-07-20,36.0,30.0
586233,Fremantle Dockers,2002.0,117.0,West Coast Eagles,16,W,8.0,9.0,3.0,11.0,15.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,7.0,14.0,0.0,0.0,2.0,1.0,0.0,84.0,45734.0,2002-07-20,63.0,30.0
527502,Geelong Cats,2002.0,14.0,Essendon Bombers,16,W,23.0,8.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,2.0,0.0,84.0,45526.0,2002-07-20,51.0,39.0
510487,Hawthorn Hawks,2002.0,110.0,Melbourne Demons,16,W,19.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,84.0,45487.0,2002-07-20,37.0,26.0
527379,Hawthorn Hawks,2002.0,143.0,Melbourne Demons,16,W,17.0,7.0,3.0,4.0,6.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,8.0,3.0,2.0,2.0,5.0,0.0,0.0,84.0,45422.0,2002-07-20,60.0,26.0
539941,Hawthorn Hawks,2002.0,88.0,Melbourne Demons,16,W,20.0,9.0,6.0,9.0,13.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,10.0,1.0,1.0,5.0,0.0,0.0,84.0,45825.0,2002-07-20,73.0,26.0
556555,Hawthorn Hawks,2002.0,180.0,Melbourne Demons,16,W,34.0,6.0,4.0,8.0,9.0,0.0,0.0,10.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,5.0,0.0,0.0,7.0,0.0,0.0,84.0,45552.0,2002-07-20,61.0,26.0
523584,Melbourne Demons,2002.0,89.0,Hawthorn Hawks,16,L,3.0,7.0,4.0,5.0,7.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,1.0,0.0,1.0,3.0,0.0,84.0,45357.0,2002-07-20,47.0,-26.0
